id,title,category,year,title_year,budget,revenue,runtime,vote_average,popularity,vote_count
3181,Titus,['Drama'],1999,"('Titus', '1999')",0,0,162.0,6.5,7.295333,76
3182,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.,['Documentary'],1999,"('Mr. Death: The Rise and Fall of Fred A. Leuchter Jr.', '1999')",,,,,,
3183,"Third Miracle, The",['Drama'],1999,"('Third Miracle, The', '1999')",,,,,,
3184,Montana,"['Action', 'Comedy', 'Crime', 'Drama']",1998,"('Montana', '1998')",0,0,96.0,4.8,1.174927,4
3185,Snow Falling on Cedars,['Drama'],1999,"('Snow Falling on Cedars', '1999')",0,0,127.0,6.3,2.813811,32
3186,"Girl, Interrupted",['Drama'],1999,"('Girl, Interrupted', '1999')",,,,,,
3187,Trans,['Drama'],1998,"('Trans', '1998')",0,0,80.0,0.0,0.042209,0
3188,"Life and Times of Hank Greenberg, The",['Documentary'],1998,"('Life and Times of Hank Greenberg, The', '1998')",,,,,,
3189,My Dog Skip,['Comedy'],1999,"('My Dog Skip', '1999')",,,,,,
3190,Supernova,"['Adventure', 'Sci-Fi']",2000,"('Supernova', '2000')",90000000,14828081,91.0,4.9,5.496624,109
3191,"Quarry, The",['Drama'],1998,"('Quarry, The', '1998')",,,,,,
3192,"Terrorist, The (Malli)",['Drama'],1998,"('Terrorist, The (Malli)', '1998')",,,,,,
3193,Creature,['Documentary'],1999,"('Creature', '1999')",,,,,,
3194,"Way We Were, The",['Drama'],1973,"('Way We Were, The', '1973')",,,,,,
3195,Tess of the Storm Country,['Drama'],1922,"('Tess of the Storm Country', '1922')",0,0,118.0,5.0,0.126258,1
3196,Stalag 17,"['Drama', 'War']",1953,"('Stalag 17', '1953')",1661530,0,120.0,7.6,9.47371,143
3197,"Presidio, The",['Action'],1988,"('Presidio, The', '1988')",,,,,,
3198,Papillon,['Drama'],1973,"('Papillon', '1973')",12000000,53267000,151.0,7.8,15.698433,445
3199,Pal Joey,"['Comedy', 'Musical', 'Romance']",1957,"('Pal Joey', '1957')",,,,,,
3200,"Last Detail, The","['Comedy', 'Drama']",1973,"('Last Detail, The', '1973')",,,,,,
3201,Five Easy Pieces,['Drama'],1970,"('Five Easy Pieces', '1970')",0,0,98.0,7.2,9.721297,114
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen),['Drama'],1971,"('Even Dwarfs Started Small (Auch Zwerge haben klein angefangen)', '1971')",,,,,,
3203,Dead Calm,['Thriller'],1989,"('Dead Calm', '1989')",10000000,7825000,96.0,6.6,13.464246,178
3204,"Boys from Brazil, The",['Thriller'],1978,"('Boys from Brazil, The', '1978')",,,,,,
3205,Black Sunday (La Maschera Del Demonio),['Horror'],1960,"('Black Sunday (La Maschera Del Demonio)', '1960')",,,,,,
3206,Against All Odds,['Romance'],1984,"('Against All Odds', '1984')",0,0,128.0,5.7,3.027195,40
3207,"Snows of Kilimanjaro, The",['Adventure'],1952,"('Snows of Kilimanjaro, The', '1952')",,,,,,
3208,Loaded Weapon 1,"['Action', 'Comedy']",1993,"('Loaded Weapon 1', '1993')",,,,,,
3209,"Loves of Carmen, The",['Drama'],1948,"('Loves of Carmen, The', '1948')",,,,,,
3210,Fast Times at Ridgemont High,['Comedy'],1982,"('Fast Times at Ridgemont High', '1982')",4500000,27092880,90.0,7.0,14.658885,330
3211,"Cry in the Dark, A",['Drama'],1988,"('Cry in the Dark, A', '1988')",,,,,,
3212,Born to Win,['Drama'],1971,"('Born to Win', '1971')",0,0,88.0,6.1,2.554758,7
3213,Batman: Mask of the Phantasm,"['Animation', ""Children's""]",1993,"('Batman: Mask of the Phantasm', '1993')",6000000,5617391,76.0,7.4,7.29114,218
3214,American Flyers,['Drama'],1985,"('American Flyers', '1985')",0,1400000,113.0,6.1,5.50751,33
3215,Voyage of the Damned,['Drama'],1976,"('Voyage of the Damned', '1976')",0,0,155.0,5.5,1.12301,5
3216,Vampyros Lesbos (Las Vampiras),['Horror'],1970,"('Vampyros Lesbos (Las Vampiras)', '1970')",,,,,,
3217,"Star Is Born, A",['Drama'],1937,"('Star Is Born, A', '1937')",,,,,,
3218,Poison,['Drama'],1991,"('Poison', '1991')",,,,,,
3219,Pacific Heights,['Thriller'],1990,"('Pacific Heights', '1990')",0,29381956,102.0,6.0,4.817146,83
3220,Night Tide,['Drama'],1961,"('Night Tide', '1961')",0,0,84.0,6.2,0.91597,16
3221,"Draughtsman's Contract, The",['Drama'],1982,"(""Draughtsman's Contract, The"", '1982')",,,,,,
3222,Carmen,['Drama'],1984,"('Carmen', '1984')",0,0,152.0,5.9,1.490737,6
3223,"Zed & Two Noughts, A",['Drama'],1985,"('Zed & Two Noughts, A', '1985')",,,,,,
3224,Woman in the Dunes (Suna no onna),['Drama'],1964,"('Woman in the Dunes (Suna no onna)', '1964')",,,,,,
3225,Down to You,"['Comedy', 'Romance']",2000,"('Down to You', '2000')",9000000,0,91.0,4.9,3.847088,71
3226,Hellhounds on My Trail,['Documentary'],1999,"('Hellhounds on My Trail', '1999')",,,,,,
3227,"Not Love, Just Frenzy (M�s que amor, frenes�)","['Comedy', 'Drama', 'Thriller']",1996,"('Not Love, Just Frenzy (M�s que amor, frenes�)', '1996')",,,,,,
3228,Wirey Spindell,['Comedy'],1999,"('Wirey Spindell', '1999')",,,,,,
3229,Another Man's Poison,"['Crime', 'Drama']",1952,"(""Another Man's Poison"", '1952')",,,,,,
3230,"Odessa File, The",['Thriller'],1974,"('Odessa File, The', '1974')",,,,,,
3231,"Saphead, The",['Comedy'],1920,"('Saphead, The', '1920')",,,,,,
3232,Seven Chances,['Comedy'],1925,"('Seven Chances', '1925')",0,0,56.0,7.3,4.590055,49
3233,Smashing Time,['Comedy'],1967,"('Smashing Time', '1967')",0,0,96.0,4.8,0.325212,2
3234,Train Ride to Hollywood,['Comedy'],1978,"('Train Ride to Hollywood', '1978')",,,,,,
3235,Where the Buffalo Roam,['Comedy'],1980,"('Where the Buffalo Roam', '1980')",0,6659377,96.0,6.1,3.216608,48
3236,Zachariah,['Western'],1971,"('Zachariah', '1971')",0,0,93.0,7.0,0.071054,1
3237,Kestrel's Eye (Falkens �ga),['Documentary'],1998,"(""Kestrel's Eye (Falkens �ga)"", '1998')",,,,,,
3238,Eye of the Beholder,['Thriller'],1999,"('Eye of the Beholder', '1999')",15000000,0,109.0,5.3,3.773058,42
3239,Isn't She Great?,['Comedy'],2000,"(""Isn't She Great?"", '2000')",,,,,,
3240,"Big Tease, The",['Comedy'],1999,"('Big Tease, The', '1999')",,,,,,
3241,"Cup, The (Ph�rpa)",['Comedy'],1999,"('Cup, The (Ph�rpa)', '1999')",,,,,,
3242,Santitos,['Comedy'],1997,"('Santitos', '1997')",,,,,,
3243,Encino Man,['Comedy'],1992,"('Encino Man', '1992')",0,40693477,88.0,5.6,8.000189,197
3244,"Goodbye Girl, The","['Comedy', 'Romance']",1977,"('Goodbye Girl, The', '1977')",,,,,,
3245,I Am Cuba (Soy Cuba/Ya Kuba),['Drama'],1964,"('I Am Cuba (Soy Cuba/Ya Kuba)', '1964')",,,,,,
3246,Malcolm X,['Drama'],1992,"('Malcolm X', '1992')",34000000,48169908,202.0,7.3,14.207001,377
3247,Sister Act,"['Comedy', 'Crime']",1992,"('Sister Act', '1992')",31000000,231605150,100.0,6.5,18.83065,713
3248,Sister Act 2: Back in the Habit,['Comedy'],1993,"('Sister Act 2: Back in the Habit', '1993')",38000000,57319029,107.0,5.9,12.986842,384
3249,"Hand That Rocks the Cradle, The",['Thriller'],1992,"('Hand That Rocks the Cradle, The', '1992')",,,,,,
3250,Alive,['Drama'],1993,"('Alive', '1993')",32000000,36733909,120.0,6.7,8.662287,383
3251,Agnes of God,"['Drama', 'Mystery']",1985,"('Agnes of God', '1985')",0,0,98.0,6.2,3.941689,40
3252,Scent of a Woman,['Drama'],1992,"('Scent of a Woman', '1992')",31000000,134095253,157.0,7.3,14.505987,763
3253,Wayne's World,['Comedy'],1992,"(""Wayne's World"", '1992')",,,,,,
3254,Wayne's World 2,['Comedy'],1993,"(""Wayne's World 2"", '1993')",,,,,,
3255,"League of Their Own, A","['Comedy', 'Drama']",1992,"('League of Their Own, A', '1992')",,,,,,
3256,Patriot Games,"['Action', 'Thriller']",1992,"('Patriot Games', '1992')",45000000,178051587,117.0,6.4,11.075674,440
3257,"Bodyguard, The","['Action', 'Drama', 'Romance', 'Thriller']",1992,"('Bodyguard, The', '1992')",,,,,,
3258,Death Becomes Her,['Comedy'],1992,"('Death Becomes Her', '1992')",55000000,149022650,104.0,6.3,11.017417,655
3259,Far and Away,"['Drama', 'Romance']",1992,"('Far and Away', '1992')",60000000,137783840,140.0,6.3,7.472753,294
3260,Howards End,['Drama'],1992,"('Howards End', '1992')",0,25966555,140.0,7.0,10.854598,98
3261,Singles,"['Comedy', 'Drama', 'Romance']",1992,"('Singles', '1992')",0,18472850,99.0,6.6,10.450148,106
3262,Twin Peaks: Fire Walk with Me,"['Drama', 'Mystery']",1992,"('Twin Peaks: Fire Walk with Me', '1992')",10000000,4160851,134.0,7.3,8.736538,429
3263,White Men Can't Jump,['Comedy'],1992,"(""White Men Can't Jump"", '1992')",0,90753806,115.0,6.2,8.795941,305
3264,Buffy the Vampire Slayer,"['Comedy', 'Horror']",1992,"('Buffy the Vampire Slayer', '1992')",,,,,,
3265,Hard-Boiled (Lashou shentan),"['Action', 'Crime']",1992,"('Hard-Boiled (Lashou shentan)', '1992')",,,,,,
3266,Man Bites Dog (C'est arriv� pr�s de chez vous),"['Action', 'Comedy', 'Crime', 'Drama']",1992,"(""Man Bites Dog (C'est arriv� pr�s de chez vous)"", '1992')",,,,,,
3267,"Mariachi, El","['Action', 'Thriller']",1992,"('Mariachi, El', '1992')",,,,,,
3268,Stop! Or My Mom Will Shoot,"['Action', 'Comedy']",1992,"('Stop! Or My Mom Will Shoot', '1992')",0,70611210,87.0,4.6,14.40112,220
3269,Forever Young,"['Adventure', 'Romance', 'Sci-Fi']",1992,"('Forever Young', '1992')",0,128000000,102.0,6.0,5.050509,258
3270,"Cutting Edge, The",['Drama'],1992,"('Cutting Edge, The', '1992')",,,,,,
3271,Of Mice and Men,['Drama'],1992,"('Of Mice and Men', '1992')",0,5471088,110.0,7.1,6.112112,147
3272,Bad Lieutenant,"['Crime', 'Drama']",1992,"('Bad Lieutenant', '1992')",1000000,2019469,96.0,6.9,6.417037,162
3273,Scream 3,"['Horror', 'Mystery', 'Thriller']",2000,"('Scream 3', '2000')",40000000,161834276,116.0,5.7,9.738371,749
3274,Single White Female,['Action'],1992,"('Single White Female', '1992')",16000000,48017402,107.0,6.0,7.246119,139
3275,"Boondock Saints, The","['Action', 'Comedy']",1999,"('Boondock Saints, The', '1999')",,,,,,
3276,Gun Shy,['Comedy'],2000,"('Gun Shy', '2000')",10000000,1631839,101.0,5.4,6.370105,24
3277,Beloved/Friend (Amigo/Amado),['Drama'],1999,"('Beloved/Friend (Amigo/Amado)', '1999')",,,,,,
3278,Gendernauts,['Documentary'],1999,"('Gendernauts', '1999')",,,,,,
3279,Knockout,"['Action', 'Adventure']",1999,"('Knockout', '1999')",,,,,,
3280,"Baby, The",['Horror'],1973,"('Baby, The', '1973')",,,,,,
3281,"Brandon Teena Story, The",['Documentary'],1998,"('Brandon Teena Story, The', '1998')",,,,,,
3282,Different for Girls,['Comedy'],1996,"('Different for Girls', '1996')",0,0,97.0,5.2,0.533219,5
3283,Minnie and Moskowitz,['Action'],1971,"('Minnie and Moskowitz', '1971')",0,0,115.0,6.4,2.096508,19
3284,They Might Be Giants,"['Comedy', 'Romance']",1971,"('They Might Be Giants', '1971')",0,0,98.0,7.3,2.303594,19
3285,"Beach, The","['Adventure', 'Drama']",2000,"('Beach, The', '2000')",,,,,,
3286,Snow Day,['Comedy'],2000,"('Snow Day', '2000')",0,0,89.0,4.8,6.295701,51
3287,"Tigger Movie, The","['Animation', ""Children's""]",2000,"('Tigger Movie, The', '2000')",,,,,,
3288,Cotton Mary,['Drama'],1999,"('Cotton Mary', '1999')",0,0,124.0,5.3,0.30869,3
3289,Not One Less (Yi ge dou bu neng shao),['Drama'],1999,"('Not One Less (Yi ge dou bu neng shao)', '1999')",,,,,,
3290,Soft Toilet Seats,['Comedy'],1999,"('Soft Toilet Seats', '1999')",0,0,107.0,0.0,0.002341,0
3291,Trois,['Thriller'],2000,"('Trois', '2000')",200000,1160268,93.0,4.5,0.06431,1
3292,"Big Combo, The",['Film-Noir'],1955,"('Big Combo, The', '1955')",,,,,,
3293,Conceiving Ada,"['Drama', 'Sci-Fi']",1997,"('Conceiving Ada', '1997')",,,,,,
3294,Eaten Alive,['Horror'],1976,"('Eaten Alive', '1976')",520000,0,91.0,4.9,5.394715,41
3295,Raining Stones,['Drama'],1993,"('Raining Stones', '1993')",0,0,90.0,5.7,1.592047,20
3296,To Sir with Love,['Drama'],1967,"('To Sir with Love', '1967')",,,,,,
3297,With Byrd at the South Pole,['Documentary'],1930,"('With Byrd at the South Pole', '1930')",0,0,82.0,7.5,0.10214,2
3298,Boiler Room,['Drama'],2000,"('Boiler Room', '2000')",26000000,28780255,118.0,6.5,8.518425,202
3299,Hanging Up,"['Comedy', 'Drama']",2000,"('Hanging Up', '2000')",40000000,36037909,94.0,5.0,6.474767,42
3300,Pitch Black,"['Action', 'Sci-Fi']",2000,"('Pitch Black', '2000')",23000000,53187659,108.0,6.7,6.424399,1812
3301,"Whole Nine Yards, The","['Comedy', 'Crime']",2000,"('Whole Nine Yards, The', '2000')",,,,,,
3302,Beautiful People,['Comedy'],1999,"('Beautiful People', '1999')",0,0,107.0,6.0,0.978894,11
3303,Black Tar Heroin: The Dark End of the Street,['Documentary'],1999,"('Black Tar Heroin: The Dark End of the Street', '1999')",,,,,,
3304,Blue Collar,"['Crime', 'Drama']",1978,"('Blue Collar', '1978')",0,6521083,114.0,7.2,1.379256,30
3305,Bluebeard,"['Film-Noir', 'Horror']",1944,"('Bluebeard', '1944')",0,0,72.0,5.6,0.562477,7
3306,"Circus, The",['Comedy'],1928,"('Circus, The', '1928')",,,,,,
3307,City Lights,"['Comedy', 'Drama', 'Romance']",1931,"('City Lights', '1931')",1500000,19181,87.0,8.2,10.891524,444
3308,"Flamingo Kid, The","['Comedy', 'Drama']",1984,"('Flamingo Kid, The', '1984')",,,,,,
3309,"Dog's Life, A",['Comedy'],1920,"(""Dog's Life, A"", '1920')",,,,,,
3310,"Kid, The",['Action'],1921,"('Kid, The', '1921')",,,,,,
3311,"Man from Laramie, The",['Western'],1955,"('Man from Laramie, The', '1955')",,,,,,
3312,"McCullochs, The",['Drama'],1975,"('McCullochs, The', '1975')",,,,,,
3313,Class Reunion,['Comedy'],1982,"('Class Reunion', '1982')",0,0,84.0,3.4,2.086059,5
3314,"Big Trees, The","['Action', 'Drama']",1952,"('Big Trees, The', '1952')",,,,,,
3315,Happy Go Lovely,['Musical'],1951,"('Happy Go Lovely', '1951')",0,0,97.0,5.0,0.074823,1
3316,Reindeer Games,"['Action', 'Thriller']",2000,"('Reindeer Games', '2000')",42000000,32168970,124.0,5.3,12.11759,175
3317,Wonder Boys,"['Comedy', 'Drama']",2000,"('Wonder Boys', '2000')",35000000,0,111.0,6.9,5.922739,165
3318,Deterrence,['Thriller'],1998,"('Deterrence', '1998')",,,,,,
3319,Judy Berlin,['Drama'],1999,"('Judy Berlin', '1999')",0,0,93.0,4.8,0.316842,3
3320,Mifune (Mifunes sidste sang),"['Comedy', 'Romance']",1999,"('Mifune (Mifunes sidste sang)', '1999')",,,,,,
3321,"Waiting Game, The",['Comedy'],2000,"('Waiting Game, The', '2000')",,,,,,
3322,3 Strikes,['Comedy'],2000,"('3 Strikes', '2000')",,,,,,
3323,Chain of Fools,"['Comedy', 'Crime']",2000,"('Chain of Fools', '2000')",20000000,0,96.0,5.9,2.241861,24
3324,Drowning Mona,['Comedy'],2000,"('Drowning Mona', '2000')",16000000,15427192,96.0,5.4,4.372616,43
3325,"Next Best Thing, The","['Comedy', 'Drama']",2000,"('Next Best Thing, The', '2000')",,,,,,
3326,What Planet Are You From?,"['Comedy', 'Sci-Fi']",2000,"('What Planet Are You From?', '2000')",60000000,0,105.0,5.4,1.994868,37
3327,Beyond the Mat,['Documentary'],2000,"('Beyond the Mat', '2000')",,,,,,
3328,Ghost Dog: The Way of the Samurai,"['Crime', 'Drama']",1999,"('Ghost Dog: The Way of the Samurai', '1999')",0,0,116.0,7.2,9.368099,306
3329,"Year My Voice Broke, The",['Drama'],1987,"('Year My Voice Broke, The', '1987')",,,,,,
3330,Splendor in the Grass,['Drama'],1961,"('Splendor in the Grass', '1961')",0,0,124.0,7.1,9.739448,49
3331,My Tutor,['Drama'],1983,"('My Tutor', '1983')",0,22587000,97.0,5.8,4.67546,17
3332,"Legend of Lobo, The","['Adventure', ""Children's""]",1962,"('Legend of Lobo, The', '1962')",,,,,,
3333,"Killing of Sister George, The",['Drama'],1968,"('Killing of Sister George, The', '1968')",,,,,,
3334,Key Largo,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",1948,"('Key Largo', '1948')",0,0,100.0,7.6,7.588489,124
3335,Jail Bait,"['Crime', 'Drama']",1954,"('Jail Bait', '1954')",0,0,74.0,3.5,0.514993,11
3336,It Happened Here,['Drama'],1961,"('It Happened Here', '1961')",,,,,,
3337,I'll Never Forget What's 'is Name,"['Comedy', 'Drama']",1967,"(""I'll Never Forget What's 'is Name"", '1967')",,,,,,
3338,For All Mankind,['Documentary'],1989,"('For All Mankind', '1989')",,,,,,
3339,Cross of Iron,['War'],1977,"('Cross of Iron', '1977')",6000000,0,132.0,6.6,9.103168,89
3340,Bride of the Monster,"['Horror', 'Sci-Fi']",1956,"('Bride of the Monster', '1956')",,,,,,
3341,Born Yesterday,['Comedy'],1950,"('Born Yesterday', '1950')",0,0,103.0,6.6,6.085287,35
3342,Birdy,"['Drama', 'War']",1984,"('Birdy', '1984')",12000000,1400000,120.0,6.9,16.243093,112
3343,And God Created Woman,"['Comedy', 'Drama', 'Romance']",1988,"('And God Created Woman', '1988')",0,0,100.0,3.8,2.572665,13
3344,Blood Feast,['Horror'],1963,"('Blood Feast', '1963')",24500,4000000,67.0,5.3,1.783412,26
3345,"Charlie, the Lonesome Cougar","['Adventure', ""Children's""]",1967,"('Charlie, the Lonesome Cougar', '1967')",0,0,75.0,4.9,0.439681,4
3346,Color Me Blood Red,['Horror'],1965,"('Color Me Blood Red', '1965')",50000,0,79.0,5.0,0.649273,16
3347,Never Cry Wolf,['Drama'],1983,"('Never Cry Wolf', '1983')",0,0,105.0,6.9,3.464922,36
3348,"Night Visitor, The","['Crime', 'Thriller']",1970,"('Night Visitor, The', '1970')",,,,,,
3349,"Perils of Pauline, The",['Comedy'],1947,"('Perils of Pauline, The', '1947')",,,,,,
3350,"Raisin in the Sun, A",['Drama'],1961,"('Raisin in the Sun, A', '1961')",,,,,,
3351,Two Thousand Maniacs!,['Horror'],1964,"('Two Thousand Maniacs!', '1964')",65000,0,87.0,6.2,1.682434,30
3352,Brown's Requiem,['Drama'],1998,"(""Brown's Requiem"", '1998')",,,,,,
3353,"Closer You Get, The","['Comedy', 'Romance']",2000,"('Closer You Get, The', '2000')",,,,,,
3354,Mission to Mars,['Sci-Fi'],2000,"('Mission to Mars', '2000')",90000000,60874615,114.0,5.7,9.021107,374
3355,"Ninth Gate, The",['Thriller'],2000,"('Ninth Gate, The', '2000')",,,,,,
3356,Condo Painting,['Documentary'],2000,"('Condo Painting', '2000')",0,0,0.0,0.0,0.001191,0
3357,East-West (Est-ouest),"['Drama', 'Romance']",1999,"('East-West (Est-ouest)', '1999')",,,,,,
3358,Defending Your Life,"['Comedy', 'Romance']",1991,"('Defending Your Life', '1991')",0,0,112.0,6.5,3.711347,65
3359,Breaking Away,['Drama'],1979,"('Breaking Away', '1979')",2300000,20000000,100.0,7.4,4.806374,80
3360,Hoosiers,['Drama'],1986,"('Hoosiers', '1986')",9000000,28607524,114.0,7.1,6.484495,143
3361,Bull Durham,['Comedy'],1988,"('Bull Durham', '1988')",7000000,50888000,108.0,6.6,6.924072,154
3362,Dog Day Afternoon,"['Comedy', 'Crime', 'Drama']",1975,"('Dog Day Afternoon', '1975')",1800000,46665856,125.0,7.6,7.530126,685
3363,American Graffiti,"['Comedy', 'Drama']",1973,"('American Graffiti', '1973')",777000,140000000,110.0,6.9,9.188584,330
3364,"Asphalt Jungle, The","['Crime', 'Film-Noir']",1950,"('Asphalt Jungle, The', '1950')",,,,,,
3365,"Searchers, The",['Western'],1956,"('Searchers, The', '1956')",,,,,,
3366,Where Eagles Dare,"['Action', 'Adventure', 'War']",1969,"('Where Eagles Dare', '1969')",,,,,,
3367,"Devil's Brigade, The",['War'],1968,"(""Devil's Brigade, The"", '1968')",,,,,,
3368,"Big Country, The","['Romance', 'Western']",1958,"('Big Country, The', '1958')",,,,,,
3369,Any Number Can Win (M�lodie en sous-sol ),['Crime'],1963,"('Any Number Can Win (M�lodie en sous-sol )', '1963')",,,,,,
3370,Betrayed,"['Drama', 'Thriller']",1988,"('Betrayed', '1988')",19000000,0,127.0,5.6,2.812811,19
3371,Bound for Glory,['Drama'],1976,"('Bound for Glory', '1976')",,,,,,
3372,"Bridge at Remagen, The","['Action', 'War']",1969,"('Bridge at Remagen, The', '1969')",,,,,,
3373,Buck and the Preacher,['Western'],1972,"('Buck and the Preacher', '1972')",0,0,102.0,5.0,2.098149,10
3374,Daughters of the Dust,['Drama'],1992,"('Daughters of the Dust', '1992')",,,,,,
3375,Destination Moon,['Sci-Fi'],1950,"('Destination Moon', '1950')",0,0,91.0,6.1,0.940976,17
3376,"Fantastic Night, The (La Nuit Fantastique)",['Romance'],1949,"('Fantastic Night, The (La Nuit Fantastique)', '1949')",,,,,,
3377,Hangmen Also Die,"['Drama', 'War']",1943,"('Hangmen Also Die', '1943')",,,,,,
3378,"Ogre, The (Der Unhold)",['Drama'],1996,"('Ogre, The (Der Unhold)', '1996')",,,,,,
3379,On the Beach,['Drama'],1959,"('On the Beach', '1959')",0,0,134.0,6.7,4.00437,60
3380,Railroaded!,['Film-Noir'],1947,"('Railroaded!', '1947')",0,0,72.0,6.6,1.344363,9
3381,Slaves to the Underground,"['Comedy', 'Drama']",1997,"('Slaves to the Underground', '1997')",,,,,,
3382,Song of Freedom,['Drama'],1936,"('Song of Freedom', '1936')",0,0,80.0,0.0,0.013234,0
3383,Big Fella,"['Drama', 'Musical']",1937,"('Big Fella', '1937')",0,0,0.0,8.0,0.444746,1
3384,"Taking of Pelham One Two Three, The",['Action'],1974,"('Taking of Pelham One Two Three, The', '1974')",,,,,,
3385,Volunteers,['Comedy'],1985,"('Volunteers', '1985')",0,0,107.0,5.6,7.511384,39
3386,JFK,"['Drama', 'Mystery']",1991,"('JFK', '1991')",40000000,205405498,189.0,7.5,13.813146,513
3387,Who's Harry Crumb?,['Comedy'],1989,"(""Who's Harry Crumb?"", '1989')",0,0,94.0,5.5,7.102963,77
3388,Harry and the Hendersons,['Comedy'],1987,"('Harry and the Hendersons', '1987')",,,,,,
3389,Let's Get Harry,"['Action', 'Adventure']",1986,"(""Let's Get Harry"", '1986')",0,0,102.0,4.7,0.500088,3
3390,Shanghai Surprise,['Adventure'],1986,"('Shanghai Surprise', '1986')",17000000,0,97.0,2.9,1.408849,15
3391,Who's That Girl?,['Comedy'],1987,"(""Who's That Girl?"", '1987')",,,,,,
3392,She-Devil,['Comedy'],1989,"('She-Devil', '1989')",0,0,99.0,5.4,4.282807,82
3393,Date with an Angel,"['Comedy', 'Fantasy']",1987,"('Date with an Angel', '1987')",,,,,,
3394,Blind Date,"['Comedy', 'Romance']",1987,"('Blind Date', '1987')",18000000,39321715,95.0,5.6,6.696292,115
3395,Nadine,['Comedy'],1987,"('Nadine', '1987')",12000000,5669831,83.0,5.5,7.569698,21
3396,"Muppet Movie, The","[""Children's"", 'Comedy']",1979,"('Muppet Movie, The', '1979')",,,,,,
